         148400 function calls (144135 primitive calls) in 5.678 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 datetime.py:2216(timezone)
        7    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4861(__str__)
      156    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        3    0.000    0.000    0.000    0.000 pyparsing.py:3774(__init__)
        3    0.000    0.000    0.000    0.000 datetime.py:1602(__new__)
       37    0.000    0.000    0.000    0.000 pyparsing.py:593(__getitem__)
       18    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:340(__init__)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4034(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
      144    0.000    0.000    0.000    0.000 pyparsing.py:4026(<genexpr>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:412(_construct_lookups)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:438(__exit__)
       53    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        2    0.000    0.000    0.000    0.000 argparse.py:575(<listcomp>)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6715(<genexpr>)
        4    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        4    0.000    0.000    0.000    0.000 __init__.py:1392(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:116(__repr__)
        3    0.000    0.000    0.000    0.000 pathlib.py:1216(stat)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 shutil.py:1316(get_terminal_size)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6797(Japanese)
        4    0.000    0.000    0.000    0.000 linalg.py:216(transpose)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       10    0.000    0.000    0.000    0.000 typing.py:814(<genexpr>)
      149    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:971(get_filename)
        2    0.000    0.000    0.000    0.000 rcsetup.py:701(_validate_hinting)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:533(_validate_timestamp_pyc)
       39    0.000    0.000    0.000    0.000 function_base.py:244(iterable)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:153(_add_integer_aliases)
        7    0.000    0.000    0.000    0.000 getlimits.py:498(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1045(__init__)
      144    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1407(<genexpr>)
       10    0.000    0.000    0.000    0.000 interp.py:47(__str__)
        1    0.000    0.000    0.000    0.000 argparse.py:1441(add_mutually_exclusive_group)
        1    0.000    0.000    0.000    0.000 enum.py:649(__format__)
      185    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 rcsetup.py:925(<genexpr>)
       78    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
        1    0.000    0.000    0.000    0.000 __init__.py:1405(setLevel)
        2    0.000    0.000    0.000    0.000 core.py:6633(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
      150    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       87    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        3    0.000    0.000    0.000    0.000 pyparsing.py:5162(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1307(mkdir)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 argparse.py:1647(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:1136(_Unpickler)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:665(__neg__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1860(resetCache)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        4    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
        1    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
       71    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        6    0.000    0.000    0.000    0.000 inspect.py:494(unwrap)
       24    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(swapaxes)
        8    0.000    0.000    0.000    0.000 deprecation.py:365(<genexpr>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:487(validate_whiskers)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2434(suppress)
        1    0.000    0.000    0.000    0.000 __init__.py:1196(__init__)
       78    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        3    0.000    0.000    0.000    0.000 __init__.py:1424(info)
      100    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
      149    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:781(create_module)
       52    0.000    0.000    0.000    0.000 colors.py:224(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:549(__init__)
       53    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        8    0.000    0.000    0.000    0.000 argparse.py:899(__init__)
        5    0.000    0.000    0.000    0.000 contextlib.py:242(helper)
        1    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
       14    0.000    0.000    0.000    0.000 __init__.py:214(_acquireLock)
        1    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
        1    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:231(_add_array_type)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
       12    0.000    0.000    0.000    0.000 rcsetup.py:347(validate_color_or_auto)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:67(<genexpr>)
        9    0.000    0.000    0.000    0.000 pathlib.py:731(__str__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        2    0.000    0.000    0.000    0.000 locale.py:653(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 platform.py:899(system)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
       50    0.000    0.000    0.000    0.000 enum.py:358(<genexpr>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 polynomial.py:1456(Polynomial)
        1    0.000    0.000    0.000    0.000 opimg.py:19(limites)
        6    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1561(<genexpr>)
       58    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 __init__.py:1360(_clear_cache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3670(__init__)
        3    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6673(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 arrayprint.py:60(_make_options_dict)
       37    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1095(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:766(Thread)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_types)
        2    0.000    0.000    0.000    0.000 core.py:2949(_update_from)
        8    0.000    0.000    0.000    0.000 typing.py:203(_deduplicate)
      117    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       27    0.000    0.000    0.000    0.000 argparse.py:1360(_registry_get)
        1    0.000    0.000    0.000    0.000 platform.py:810(uname)
        2    0.000    0.000    0.000    0.000 __init__.py:882(createLock)
        5    0.000    0.000    0.000    0.000 pathlib.py:741(__fspath__)
        3    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 threading.py:535(set)
        1    0.000    0.000    0.000    0.000 argparse.py:1122(_SubParsersAction)
        3    0.000    0.000    0.000    0.000 __init__.py:1323(_fixupParents)
       92    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        5    0.000    0.000    0.000    0.000 enum.py:478(_check_for_existing_members)
        5    0.000    0.000    0.000    0.000 datetime.py:415(_check_date_fields)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3987(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4928(__init__)
       28    0.000    0.000    0.000    0.000 deprecation.py:112(deprecated)
       95    0.000    0.000    0.000    0.000 pyparsing.py:285(<genexpr>)
       77    0.000    0.000    0.000    0.000 typing.py:720(<genexpr>)
        1    0.000    0.000    0.000    0.000 platform.py:1091(python_implementation)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
       12    0.000    0.000    0.000    0.000 rcsetup.py:407(validate_fontsize)
       10    0.000    0.000    0.000    0.000 argparse.py:1560(_pop_action_class)
        2    0.000    0.000    0.000    0.000 argparse.py:342(get_lines)
        1    0.000    0.000    0.000    0.000 animation.py:172(AbstractMovieWriter)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       28    0.000    0.000    0.000    0.000 typing.py:727(__eq__)
        5    0.000    0.000    0.000    0.000 contextlib.py:86(__init__)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2441(leaveWhitespace)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:550(swapaxes)
        1    0.000    0.000    0.000    0.000 pathlib.py:865(with_name)
        1    0.000    0.000    0.000    0.000 argparse.py:154(HelpFormatter)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3808(__init__)
        5    0.000    0.000    0.000    0.000 fontconfig_pattern.py:150(_families)
        2    0.000    0.000    0.000    0.000 __init__.py:834(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 platform.py:987(_sys_version)
        7    0.000    0.000    0.000    0.000 pyparsing.py:5750(tokenMap)
        1    0.000    0.000    0.000    0.000 subprocess.py:646(_use_posix_spawn)
    11/10    0.000    0.000    0.000    0.000 typing.py:733(__hash__)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
       67    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        5    0.000    0.000    0.000    0.000 datetime.py:428(_check_time_fields)
        1    0.000    0.000    0.000    0.000 pathlib.py:963(__truediv__)
       36    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3761(__init__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:682(__contains__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2835(__init__)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       14    0.000    0.000    0.000    0.000 rcsetup.py:773(_validate_greaterequal0_lessequal1)
       14    0.000    0.000    0.000    0.000 __init__.py:223(_releaseLock)
        7    0.000    0.000    0.000    0.000 core.py:2555(_arraymethod)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6929(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 datetime.py:1594(datetime)
       10    0.000    0.000    0.000    0.000 argparse.py:814(__init__)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
      108    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        2    0.000    0.000    0.000    0.000 arrayprint.py:458(decorating_function)
        1    0.000    0.000    0.000    0.000 __init__.py:299(loads)
       60    0.000    0.000    0.000    0.000 pyparsing.py:4046(<genexpr>)
       35    0.000    0.000    0.000    0.000 datetime.py:383(_check_int_field)
       14    0.000    0.000    0.000    0.000 pyparsing.py:3233(charsAsStr)
        2    0.000    0.000    0.000    0.000 __init__.py:420(validate)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        2    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
        4    0.000    0.000    0.000    0.000 rcsetup.py:617(validate_joinstyle)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       18    0.000    0.000    0.000    0.000 _add_newdocs.py:6674(type_aliases_gen)
        2    0.000    0.000    0.000    0.000 datetime.py:1270(__new__)
        1    0.000    0.000    0.000    0.000 argparse.py:1301(_ActionsContainer)
        4    0.000    0.000    0.000    0.000 re.py:331(filter)
       50    0.000    0.000    0.000    0.000 __init__.py:419(<genexpr>)
       19    0.000    0.000    0.000    0.000 inspect.py:2847(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:725(_make_child)
        4    0.000    0.000    0.000    0.000 pyparsing.py:602(__setitem__)
        1    0.000    0.000    0.000    0.000 threading.py:521(__init__)
        2    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
       16    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       57    0.000    0.000    0.000    0.000 enum.py:683(value)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:52(_wrapfunc)
       40    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        4    0.000    0.000    0.000    0.000 rcsetup.py:623(validate_capstyle)
        2    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
       96    0.000    0.000    0.000    0.000 pyparsing.py:1643(postParse)
        2    0.000    0.000    0.000    0.000 linalg.py:135(_commonType)
       18    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        2    0.000    0.000    0.000    0.000 argparse.py:1652(_add_action)
        5    0.000    0.000    0.000    0.000 enum.py:153(<dictcomp>)
       63    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 pathlib.py:642(PurePath)
        1    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        2    0.000    0.000    0.000    0.000 datetime.py:823(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
       26    0.000    0.000    0.000    0.000 pyparsing.py:696(haskeys)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:186(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 threading.py:925(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        6    0.000    0.000    0.000    0.000 rcsetup.py:228(_make_type_validator)
        7    0.000    0.000    0.000    0.000 argparse.py:1564(_get_handler)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5208(__init__)
        2    0.000    0.000    0.000    0.000 opimg.py:214(asdim)
        5    0.000    0.000    0.000    0.000 enum.py:338(__getattr__)
        3    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        8    0.000    0.000    0.000    0.000 argparse.py:2279(_get_nargs_pattern)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        2    0.000    0.000    0.000    0.000 os.py:688(__delitem__)
       50    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       80    0.000    0.000    0.000    0.000 inspect.py:2565(name)
        1    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:332(decode)
       13    0.000    0.000    0.000    0.000 _internal.py:827(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
        8    0.000    0.000    0.000    0.000 functools.py:478(lru_cache)
       14    0.000    0.000    0.000    0.000 argparse.py:655(_get_default_metavar_for_optional)
        8    0.000    0.000    0.000    0.000 pathlib.py:292(splitroot)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        2    0.000    0.000    0.000    0.000 __init__.py:242(_register_at_fork_reinit_lock)
       16    0.000    0.000    0.000    0.000 argparse.py:580(format)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4662(__str__)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       77    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 enum.py:875(unique)
        2    0.000    0.000    0.000    0.000 rcsetup.py:292(validate_backend)
        1    0.000    0.000    0.000    0.000 defchararray.py:1805(chararray)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4239(<genexpr>)
        1    0.000    0.000    0.000    0.000 extras.py:1520(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:696(Popen)
       79    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        6    0.000    0.000    0.000    0.000 enum.py:357(__iter__)
        5    0.000    0.000    0.000    0.000 enum.py:58(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
       16    0.000    0.000    0.000    0.000 __init__.py:1830(_str_equal)
        2    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6714(<genexpr>)
        7    0.000    0.000    0.000    0.000 argparse.py:928(__call__)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
       32    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       29    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       40    0.000    0.000    0.000    0.000 enum.py:468(<lambda>)
        3    0.000    0.000    0.000    0.000 index_tricks.py:310(__init__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        4    0.000    0.000    0.000    0.000 sre_parse.py:1054(expand_template)
       10    0.000    0.000    0.000    0.000 version.py:314(<listcomp>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4785(__str__)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
       78    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       40    0.000    0.000    0.000    0.000 pyparsing.py:642(__bool__)
        1    0.000    0.000    0.000    0.000 polynomial.py:1007(poly1d)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:200(validate_axisbelow)
        1    0.000    0.000    0.000    0.000 hermite.py:1641(Hermite)
        1    0.000    0.000    0.000    0.000 animation.py:256(MovieWriter)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       68    0.000    0.000    0.000    0.000 inspect.py:2577(kind)
        4    0.000    0.000    0.000    0.000 linalg.py:107(_makearray)
        1    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
        4    0.000    0.000    0.000    0.000 rcsetup.py:264(validate_fonttype)
        3    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:892(_find_spec_legacy)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
       10    0.000    0.000    0.000    0.000 pyparsing.py:4680(stopOn)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 function_base.py:4214(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3794(__init__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(exec_module)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:82(add)
        1    0.000    0.000    0.000    0.000 pathlib.py:398(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:622(_load_backward_compatible)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1982(Chebyshev)
        1    0.000    0.000    0.000    0.000 threading.py:374(notify_all)
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 pyparsing.py:502(ParseResults)
       12    0.000    0.000    0.000    0.000 fromnumeric.py:71(<dictcomp>)
       14    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       16    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        8    0.000    0.000    0.000    0.000 __init__.py:2254(_check_in_list)
        1    0.000    0.000    0.000    0.000 threading.py:228(__init__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:130(_validate_date)
        1    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
        1    0.000    0.000    0.000    0.000 random.py:783(getrandbits)
        1    0.000    0.000    0.000    0.000 arrayprint.py:358(_get_formatdict)
        4    0.000    0.000    0.000    0.000 pathlib.py:714(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
        1    0.000    0.000    0.000    0.000 pathlib.py:373(gethomedir)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6716(unicode_set)
        1    0.000    0.000    0.000    0.000 shape_base.py:421(<listcomp>)
        4    0.000    0.000    0.000    0.000 sre_parse.py:978(addgroup)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1635(HermiteE)
        1    0.000    0.000    0.000    0.000 __init__.py:1737(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:857(<listcomp>)
        1    0.000    0.000    0.000    0.000 legendre.py:1608(Legendre)
        1    0.000    0.000    0.000    0.000 datetime.py:1245(time)
        5    0.000    0.000    0.000    0.000 {built-in method time.time}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:241(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:623(SpooledTemporaryFile)
        7    0.000    0.000    0.000    0.000 __init__.py:189(_checkLevel)
        6    0.000    0.000    0.000    0.000 inspect.py:514(_is_wrapper)
        1    0.000    0.000    0.000    0.000 laguerre.py:1592(Laguerre)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1407(<listcomp>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:183(_broadcast_shape)
        1    0.000    0.000    0.000    0.000 shape_base.py:349(_stack_dispatcher)
        7    0.000    0.000    0.000    0.000 argparse.py:2494(_check_value)
        7    0.000    0.000    0.000    0.000 pyparsing.py:646(__iter__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:74(_check_methods)
        4    0.000    0.000    0.000    0.000 arrayprint.py:695(_extendLine)
        3    0.000    0.000    0.000    0.000 argparse.py:1809(_get_positional_actions)
        8    0.000    0.000    0.000    0.000 rcsetup.py:765(_validate_greaterequal0_lessthan1)
        1    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 shape_base.py:433(<listcomp>)
        5    0.000    0.000    0.000    0.000 deprecation.py:211(finalize)
       22    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
        1    0.000    0.000    0.000    0.000 datetime.py:473(timedelta)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_name)
       37    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        5    0.000    0.000    0.000    0.000 _asarray.py:86(asanyarray)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
       10    0.000    0.000    0.000    0.000 argparse.py:1573(_check_conflict)
        1    0.000    0.000    0.000    0.000 six.py:477(Module_six_moves_urllib)
       14    0.000    0.000    0.000    0.000 argparse.py:2176(_parse_optional)
       21    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        8    0.000    0.000    0.000    0.000 rcsetup.py:600(_deprecate_case_insensitive_join_cap)
       19    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        4    0.000    0.000    0.000    0.000 os.py:758(decode)
        1    0.000    0.000    0.000    0.000 __init__.py:637(RcParams)
       22    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 threading.py:216(Condition)
       28    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:188(<listcomp>)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
       33    0.000    0.000    0.000    0.000 pyparsing.py:4246(<genexpr>)
        1    0.000    0.000    0.000    0.000 shape_base.py:425(<setcomp>)
        1    0.000    0.000    0.000    0.000 _internal.py:248(_ctypes)
       20    0.000    0.000    0.000    0.000 _collections_abc.py:405(__subclasshook__)
        1    0.000    0.000    0.000    0.000 threading.py:351(notify)
        1    0.000    0.000    0.000    0.000 random.py:100(Random)
        3    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3606(parseImpl)
        1    0.000    0.000    0.000    0.000 __init__.py:762(Filterer)
        1    0.000    0.000    0.000    0.000 core.py:6429(MaskedConstant)
        4    0.000    0.000    0.000    0.000 getlimits.py:522(max)
        6    0.000    0.000    0.000    0.000 __init__.py:767(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1377(Logger)
        4    0.000    0.000    0.000    0.000 arrayprint.py:1132(__call__)
        1    0.000    0.000    0.000    0.000 argparse.py:1665(ArgumentParser)
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 shape_base.py:208(_arrays_for_stack_dispatcher)
        3    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 tokenize.py:284(_get_normal_name)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        6    0.000    0.000    0.000    0.000 argparse.py:2037(<listcomp>)
        4    0.000    0.000    0.000    0.000 typing.py:879(<genexpr>)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3812(parseImpl)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 arrayprint.py:1546(set_string_function)
