         148400 function calls (144135 primitive calls) in 5.678 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 version.py:269(LooseVersion)
       27    0.000    0.000    0.000    0.000 typing.py:654(__init__)
        6    0.000    0.000    0.000    0.000 inspect.py:2244(_signature_from_callable)
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_unpack_uint32)
      410    0.000    0.000    0.000    0.000 copyreg.py:94(__newobj__)
      612    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
       32    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
     1284    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:569(matplotlib_fname)
       94    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:357(_get_scalar_type_map)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4236(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:368(<dictcomp>)
        2    0.000    0.000    0.000    0.000 opimg.py:113(redimensionamento)
        6    0.000    0.000    0.000    0.000 enum.py:846(__or__)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
       50    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
      662    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       13    0.000    0.000    0.000    0.000 abc.py:89(register)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:4086(__str__)
       20    0.000    0.000    0.000    0.000 deprecation.py:222(finalize)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:456(Optional)
       50    0.000    0.000    0.000    0.000 _internal.py:781(_ufunc_doc_signature_formatter)
      157    0.000    0.000    0.000    0.000 pyparsing.py:545(__new__)
      306    0.000    0.000    0.000    0.000 rcsetup.py:1043(_convert_validator_spec)
       39    0.000    0.000    0.000    0.000 rcsetup.py:51(__init__)
       13    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
     1043    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       28    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 enum.py:462(<listcomp>)
      308    0.000    0.000    0.000    0.000 __init__.py:686(__getitem__)
  157/155    0.000    0.000    0.000    0.000 pyparsing.py:554(__init__)
      406    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 tipos.py:59(Imagem)
        4    0.000    0.000    0.000    0.000 __init__.py:590(gen_candidates)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:478(_array2string)
      149    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:463(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
      199    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(find_spec)
       29    0.000    0.000    0.000    0.000 pyparsing.py:3339(parseImpl)
       25    0.000    0.000    0.000    0.000 pyparsing.py:4841(__init__)
       77    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 args.py:18(Argumentos)
        5    0.000    0.000    0.000    0.000 typing.py:809(__getitem__)
      200    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:351(__init__)
       26    0.000    0.000    0.000    0.000 core.py:922(__init__)
       18    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
        1    0.000    0.000    0.000    0.000 args.py:178(<dictcomp>)
     1057    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       91    0.000    0.000    0.000    0.000 abc.py:96(__instancecheck__)
        3    0.000    0.000    0.000    0.000 inspect.py:2150(_signature_from_function)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:114(_add_aliases)
        4    0.000    0.000    0.000    0.000 enum.py:809(_missing_)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1401(__init__)
       24    0.000    0.000    0.000    0.000 linecache.py:52(checkcache)
     1304    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      368    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      385    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(svd)
       17    0.000    0.000    0.000    0.000 _collections_abc.py:675(get)
       34    0.000    0.000    0.000    0.000 deprecation.py:24(_generate_deprecation_warning)
      195    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:811(find_spec)
        4    0.000    0.000    0.000    0.000 enum.py:816(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6763(pyparsing_unicode)
       54    0.000    0.000    0.000    0.000 pyparsing.py:3370(__str__)
        2    0.000    0.000    0.000    0.000 linalg.py:1483(svd)
       39    0.000    0.000    0.000    0.000 _asarray.py:14(asarray)
       18    0.000    0.000    0.000    0.000 core.py:998(__init__)
       12    0.000    0.000    0.000    0.000 datetime.py:492(__new__)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
      137    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        5    0.000    0.000    0.000    0.000 contextlib.py:112(__enter__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
       28    0.000    0.000    0.000    0.000 pyparsing.py:1313(wrapper)
       39    0.000    0.000    0.000    0.000 rcsetup.py:63(<dictcomp>)
      149    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
       34    0.000    0.000    0.000    0.000 typing.py:896(<genexpr>)
       12    0.000    0.000    0.000    0.000 fromnumeric.py:70(_wrapreduction)
        1    0.000    0.000    0.000    0.000 animation.py:408(FileMovieWriter)
       72    0.000    0.000    0.000    0.000 args.py:132(funcoes)
        1    0.000    0.000    0.000    0.000 opimg.py:194(arredondamento)
        1    0.000    0.000    0.000    0.000 __init__.py:474(_get_data_path)
        1    0.000    0.000    0.000    0.000 __init__.py:486(get_configdir)
        2    0.000    0.000    0.000    0.000 pyparsing.py:5329(delimitedList)
        5    0.000    0.000    0.000    0.000 enum.py:178(<setcomp>)
      114    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 tipos.py:47(Indices)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
      170    0.000    0.000    0.000    0.000 typing.py:642(_is_dunder)
      138    0.000    0.000    0.000    0.000 rcsetup.py:150(validate_bool)
      276    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
       62    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 idx.py:1(<module>)
       75    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       91    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(amax)
      307    0.000    0.000    0.000    0.000 __init__.py:722(__iter__)
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
       78    0.000    0.000    0.000    0.000 enum.py:379(__setattr__)
       86    0.000    0.000    0.000    0.000 pyparsing.py:4091(<genexpr>)
        6    0.000    0.000    0.000    0.000 argparse.py:1613(__init__)
       77    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        4    0.000    0.000    0.000    0.000 enum.py:888(_decompose)
        1    0.000    0.000    0.000    0.000 opimg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:409(_get_format_function)
      226    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tipos.py:20(Color)
        6    0.000    0.000    0.000    0.000 argparse.py:2138(_match_argument)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
       10    0.000    0.000    0.000    0.000 extras.py:235(__init__)
        6    0.000    0.000    0.000    0.000 numeric.py:2446(extend_all)
        6    0.000    0.000    0.000    0.000 gettext.py:211(_expand_lang)
      576    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        4    0.000    0.000    0.000    0.000 __init__.py:774(_open_file_or_url)
        5    0.000    0.000    0.000    0.000 argparse.py:1436(add_argument_group)
        1    0.000    0.000    0.000    0.000 __init__.py:516(get_data_path)
        1    0.000    0.000    0.000    0.000 animation.py:96(MovieWriterRegistry)
        5    0.000    0.000    0.000    0.000 pyparsing.py:1490(_setResultsName)
        5    0.000    0.000    0.000    0.000 pathlib.py:1068(__new__)
       10    0.000    0.000    0.000    0.000 extras.py:239(getdoc)
       19    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
       10    0.000    0.000    0.000    0.000 __init__.py:2087(debug)
        5    0.000    0.000    0.000    0.000 enum.py:124(__prepare__)
        6    0.000    0.000    0.000    0.000 fromnumeric.py:2589(amax)
       89    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      178    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       47    0.000    0.000    0.000    0.000 codecs.py:319(decode)
      394    0.000    0.000    0.000    0.000 rcsetup.py:234(validator)
       89    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
       30    0.000    0.000    0.000    0.000 rcsetup.py:90(<listcomp>)
        4    0.000    0.000    0.000    0.000 typing.py:857(__getitem__)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7fa5e8a10670}
        8    0.000    0.000    0.000    0.000 core.py:8094(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2176(__radd__)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6439(__new__)
        2    0.000    0.000    0.000    0.000 args.py:113(cor)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(meshgrid)
        1    0.000    0.000    0.000    0.000 arrayprint.py:365(<lambda>)
      139    0.000    0.000    0.000    0.000 pyparsing.py:2587(__eq__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3581(__init__)
      254    0.000    0.000    0.000    0.000 pyparsing.py:3882(<genexpr>)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
      205    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:152(__init__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4278(__str__)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1124(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:4102(meshgrid)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:537(_get_data_path)
       36    0.000    0.000    0.000    0.000 getlimits.py:39(<lambda>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2414(__call__)
        5    0.000    0.000    0.000    0.000 pathlib.py:691(_from_parts)
        9    0.000    0.000    0.000    0.000 inspect.py:2798(__init__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4672(__init__)
        3    0.000    0.000    0.000    0.000 opimg.py:41(dimensoes)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1567(addParseAction)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        8    0.000    0.000    0.000    0.000 core.py:8099(getdoc)
       23    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:78(bitname)
        4    0.000    0.000    0.000    0.000 __init__.py:2022(getLogger)
      199    0.000    0.000    0.000    0.000 _virtualenv.py:54(find_spec)
      545    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
        6    0.000    0.000    0.000    0.000 pathlib.py:671(_parse_args)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3622(__str__)
        3    0.000    0.000    0.000    0.000 typing.py:871(__getitem_inner__)
       16    0.000    0.000    0.000    0.000 posixpath.py:71(join)
       16    0.000    0.000    0.000    0.000 argparse.py:587(_format_args)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        9    0.000    0.000    0.000    0.000 contextlib.py:215(contextmanager)
        1    0.000    0.000    0.000    0.000 _polybase.py:17(ABCPolyBase)
      299    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
      512    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       22    0.000    0.000    0.000    0.000 inspect.py:2515(__init__)
        8    0.000    0.000    0.000    0.000 functools.py:517(decorating_function)
       13    0.000    0.000    0.000    0.000 enum.py:485(_get_mixins_)
        1    0.000    0.000    0.000    0.000 tipos.py:29(OpLin)
       15    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(amin)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method io.open}
        1    0.000    0.000    0.000    0.000 colors.py:97(<dictcomp>)
      141    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:561(_validate_hash_pyc)
       14    0.000    0.000    0.000    0.000 re.py:325(_subx)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:388(open)
        1    0.000    0.000    0.000    0.000 threading.py:1274(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:509(__init__)
       21    0.000    0.000    0.000    0.000 pyparsing.py:3225(__str__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(broadcast_arrays)
      612    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x7fa5e80ef8b0}
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
      195    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        3    0.000    0.000    0.000    0.000 __init__.py:1272(getLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:437(_get_xdg_config_dir)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        6    0.000    0.000    0.000    0.000 locale.py:386(normalize)
        1    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
      139    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        8    0.000    0.000    0.000    0.000 pyparsing.py:5707(<genexpr>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:204(broadcast_arrays)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        7    0.000    0.000    0.000    0.000 args.py:150(as_deg)
      241    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       10    0.000    0.000    0.000    0.000 version.py:304(__init__)
       27    0.000    0.000    0.000    0.000 typing.py:176(_collect_type_vars)
       93    0.000    0.000    0.000    0.000 pyparsing.py:1628(preParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1577(addCondition)
        1    0.000    0.000    0.000    0.000 argparse.py:897(_StoreAction)
        3    0.000    0.000    0.000    0.000 args.py:83(parse)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
        6    0.000    0.000    0.000    0.000 pyparsing.py:5705(<lambda>)
        1    0.000    0.000    0.000    0.000 gzip.py:120(GzipFile)
        2    0.000    0.000    0.000    0.000 random.py:116(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:456(_get_config_or_cache_dir)
      244    0.000    0.000    0.000    0.000 rcsetup.py:58(func)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
        1    0.000    0.000    0.000    0.000 platform.py:778(uname_result)
       89    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 interp.py:13(Metodo)
        1    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1055(Path)
       47    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 pyparsing.py:288(conditionAsParseAction)
        1    0.000    0.000    0.000    0.000 uuid.py:84(UUID)
        7    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
      412    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
        3    0.000    0.000    0.000    0.000 typing.py:853(copy_with)
        1    0.000    0.000    0.000    0.000 random.py:125(seed)
       71    0.000    0.000    0.000    0.000 types.py:171(__get__)
      757    0.000    0.000    0.000    0.000 __init__.py:794(<lambda>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4775(__init__)
       80    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       24    0.000    0.000    0.000    0.000 typing.py:450(<genexpr>)
        1    0.000    0.000    0.000    0.000 linop.py:71(rotacao_proj)
        6    0.000    0.000    0.000    0.000 inspect.py:2890(replace)
      149    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:946(__init__)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
       10    0.000    0.000    0.000    0.000 version.py:309(parse)
        1    0.000    0.000    0.000    0.000 __init__.py:1896(basicConfig)
        6    0.000    0.000    0.000    0.000 fromnumeric.py:2714(amin)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        3    0.000    0.000    0.000    0.000 args.py:180(math_eval)
        1    0.000    0.000    0.000    0.000 linop.py:1(<module>)
        4    0.000    0.000    0.000    0.000 re.py:315(_compile_repl)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 pyparsing.py:1467(setResultsName)
        1    0.000    0.000    0.000    0.000 datetime.py:793(date)
        1    0.000    0.000    0.000    0.000 opimg.py:89(escalonamento)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2545(__str__)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4283(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1748(LoggerAdapter)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        2    0.000    0.000    0.000    0.000 deprecation.py:272(__set_name__)
        6    0.000    0.000    0.000    0.000 deprecation.py:372(<listcomp>)
       10    0.000    0.000    0.000    0.000 argparse.py:1635(_add_action)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
      385    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        6    0.000    0.000    0.000    0.000 core.py:1147(__init__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fa5e8a3bc10}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:757(create_module)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        5    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_family)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:2975(__array_finalize__)
        5    0.000    0.000    0.000    0.000 enum.py:528(_find_new_)
        3    0.000    0.000    0.000    0.000 __init__.py:2077(info)
        1    0.000    0.000    0.000    0.000 docstring.py:6(Substitution)
      138    0.000    0.000    0.000    0.000 pyparsing.py:2450(setWhitespaceChars)
        1    0.000    0.000    0.000    0.000 core.py:2708(MaskedArray)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:65(_bits_of)
       72    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        4    0.000    0.000    0.000    0.000 sre_parse.py:969(parse_template)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 pyparsing.py:3707(__init__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3197(parseImpl)
      177    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        6    0.000    0.000    0.000    0.000 deprecation.py:493(_suppress_matplotlib_deprecation_warning)
       63    0.000    0.000    0.000    0.000 rcsetup.py:65(__call__)
        9    0.000    0.000    0.000    0.000 argparse.py:1526(_get_optional_kwargs)
        1    0.000    0.000    0.000    0.000 linop.py:53(rotacao)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:433(__enter__)
      169    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.000    0.000 core.py:2819(__new__)
       11    0.000    0.000    0.000    0.000 pyparsing.py:5454(_escapeRegexRangeChars)
        2    0.000    0.000    0.000    0.000 __init__.py:853(__init__)
       85    0.000    0.000    0.000    0.000 argparse.py:1356(register)
       63    0.000    0.000    0.000    0.000 enum.py:20(_is_dunder)
        3    0.000    0.000    0.000    0.000 locale.py:352(_replace_encoding)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
       13    0.000    0.000    0.000    0.000 enum.py:496(_find_data_type)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
       20    0.000    0.000    0.000    0.000 __init__.py:1677(isEnabledFor)
      394    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       10    0.000    0.000    0.000    0.000 __init__.py:216(_logged_cached)
        1    0.000    0.000    0.000    0.000 colors.py:81(__init__)
       59    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 __init__.py:231(_sanity_check)
        8    0.000    0.000    0.000    0.000 typing.py:217(_remove_dups_flatten)
       16    0.000    0.000    0.000    0.000 argparse.py:571(_metavar_formatter)
       78    0.000    0.000    0.000    0.000 _internal.py:792(<genexpr>)
        5    0.000    0.000    0.000    0.000 linop.py:38(translacao)
       90    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:264(<listcomp>)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        3    0.000    0.000    0.000    0.000 deprecation.py:178(finalize)
       10    0.000    0.000    0.000    0.000 argparse.py:1446(_add_action)
       29    0.000    0.000    0.000    0.000 os.py:754(encode)
       47    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        1    0.000    0.000    0.000    0.000 linop.py:9(identidade)
        1    0.000    0.000    0.000    0.000 arrayprint.py:709(_formatArray)
       14    0.000    0.000    0.000    0.000 __init__.py:142(_check_size)
       17    0.000    0.000    0.000    0.000 __init__.py:1412(debug)
       20    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2367(__invert__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:740(__iter__)
        1    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1452(setName)
        2    0.000    0.000    0.000    0.000 stride_tricks.py:114(_broadcast_to)
        5    0.000    0.000    0.000    0.000 version.py:51(__lt__)
       15    0.000    0.000    0.000    0.000 rcsetup.py:84(_listify_validator)
      5/1    0.000    0.000    0.000    0.000 arrayprint.py:718(recurser)
        1    0.000    0.000    0.000    0.000 pathlib.py:1127(home)
      166    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       14    0.000    0.000    0.000    0.000 pyparsing.py:852(__iadd__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:560(_register_types)
        1    0.000    0.000    0.000    0.000 core.py:3124(view)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       63    0.000    0.000    0.000    0.000 enum.py:28(_is_sunder)
       14    0.000    0.000    0.000    0.000 copyreg.py:103(_slotnames)
       46    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 idx.py:65(zeros)
      361    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 pyparsing.py:6857(pyparsing_test)
        2    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
      282    0.000    0.000    0.000    0.000 pyparsing.py:3144(<genexpr>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4650(__init__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:415(spec_from_loader)
        3    0.000    0.000    0.000    0.000 pathlib.py:1417(is_dir)
      149    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       96    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2551(streamline)
        3    0.000    0.000    0.000    0.000 __init__.py:501(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 args.py:34(verbosidade)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4506(__str__)
        1    0.000    0.000    0.000    0.000 threading.py:777(__init__)
       18    0.000    0.000    0.000    0.000 rcsetup.py:558(_validate_linestyle)
       50    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       72    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        5    0.000    0.000    0.000    0.000 contextlib.py:121(__exit__)
       31    0.000    0.000    0.000    0.000 pyparsing.py:2896(parseImpl)
        2    0.000    0.000    0.000    0.000 cycler.py:349(by_key)
       97    0.000    0.000    0.000    0.000 pyparsing.py:5705(<genexpr>)
       86    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      187    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 twodim_base.py:152(eye)
        4    0.000    0.000    0.000    0.000 linop.py:23(escalonamento)
       49    0.000    0.000    0.000    0.000 pyparsing.py:304(__init__)
        1    0.000    0.000    0.000    0.000 animation.py:789(HTMLWriter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1351(ParserElement)
      190    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
        5    0.000    0.000    0.000    0.000 version.py:333(_cmp)
        7    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
       26    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 inspect.py:2581(replace)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:5673(<lambda>)
        3    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        4    0.000    0.000    0.000    0.000 colors.py:266(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:239(_set_array_types)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
        1    0.000    0.000    0.000    0.000 core.py:6457(__array_finalize__)
