         291952 function calls (282739 primitive calls) in 12.356 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   193/93    0.000    0.000    0.000    0.000 core.py:1956(__str__)
        1    0.000    0.000    0.000    0.000 _enums.py:1(<module>)
     1694    0.000    0.000    0.000    0.000 unicode.py:63(<genexpr>)
      437    0.000    0.000    0.000    0.000 enum.py:37(_is_descriptor)
     2669    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 path.py:1(<module>)
     1055    0.000    0.000    0.000    0.000 __init__.py:42(<lambda>)
        1    0.000    0.000    0.000    0.000 printoptions.py:1(<module>)
     10/4    0.000    0.000    0.000    0.000 core.py:4409(streamline)
        5    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
       12    0.000    0.000    0.000    0.000 core.py:5230(parseImpl)
        7    0.000    0.000    0.000    0.000 util.py:421(_inner)
      266    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
        3    0.000    0.000    0.000    0.000 warnings.py:131(filterwarnings)
      570    0.000    0.000    0.000    0.000 enum.py:760(__delattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:842(copy)
        1    0.000    0.000    0.000    0.000 opimg.py:163(rotacao_proj)
        8    0.000    0.000    0.000    0.000 colors.py:2563(make_norm_from_scale)
       27    0.000    0.000    0.000    0.000 core.py:5818(__init__)
     3269    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       92    0.000    0.000    0.000    0.000 core.py:2408(__init__)
        1    0.000    0.000    0.000    0.000 helpers.py:153(one_of)
        1    0.000    0.000    0.000    0.000 ImageFile.py:1(<module>)
      972    0.000    0.000    0.000    0.000 _parser.py:175(append)
     2725    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:806(Optional)
     2542    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      100    0.000    0.000    0.000    0.000 inspect.py:3014(__init__)
     2626    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
      443    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       49    0.000    0.000    0.000    0.000 core.py:129(get_object_signature)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:2054(__new__)
      263    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
      582    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.000    0.000 artist.py:1407(ArtistInspector)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1716(path_hook_for_FileFinder)
  534/444    0.000    0.000    0.000    0.000 typing.py:1443(__hash__)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
     3861    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      668    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_isabs)
       26    0.000    0.000    0.000    0.000 core.py:7039(__init__)
        7    0.000    0.000    0.000    0.000 argparse.py:1352(__init__)
       34    0.000    0.000    0.000    0.000 __init__.py:50(modules_filter)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
      443    0.000    0.000    0.000    0.000 copyreg.py:98(__newobj__)
     1376    0.000    0.000    0.000    0.000 _parser.py:255(match)
       26    0.000    0.000    0.000    0.000 core.py:7044(getdoc)
        4    0.000    0.000    0.000    0.000 core.py:1518(__mul__)
       35    0.000    0.000    0.000    0.000 core.py:3064(__init__)
        1    0.000    0.000    0.000    0.000 _twodim_base_impl.py:1(<module>)
     1017    0.000    0.000    0.000    0.000 _parser.py:163(__len__)
        1    0.000    0.000    0.000    0.000 argparse.py:1(<module>)
      543    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
        1    0.000    0.000    0.000    0.000 _nanfunctions_impl.py:1(<module>)
1238/1107    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
      180    0.000    0.000    0.000    0.000 cm.py:94(__getitem__)
        6    0.000    0.000    0.000    0.000 argparse.py:2007(consume_optional)
       40    0.000    0.000    0.000    0.000 core.py:2462(__init__)
      824    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:139(<genexpr>)
       14    0.000    0.000    0.000    0.000 core.py:5363(parseImpl)
        2    0.000    0.000    0.000    0.000 linop.py:16(inversa)
     2174    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
     1869    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
       20    0.000    0.000    0.000    0.000 rcsetup.py:304(validate_color_for_prop_cycle)
       18    0.000    0.000    0.000    0.000 typing.py:1715(copy_with)
        2    0.000    0.000    0.000    0.000 _linalg.py:2163(pinv)
        9    0.000    0.000    0.000    0.000 deprecation.py:126(deprecate)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:1(<module>)
       61    0.000    0.000    0.000    0.000 _parser.py:97(closegroup)
       22    0.000    0.000    0.000    0.000 core.py:4215(_generateDefaultName)
      813    0.000    0.000    0.000    0.000 __init__.py:1000(<lambda>)
     2491    0.000    0.000    0.000    0.000 {built-in method builtins.min}
     2174    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       14    0.000    0.000    0.000    0.000 core.py:6035(__init__)
        9    0.000    0.000    0.000    0.000 getlimits.py:490(__new__)
      194    0.000    0.000    0.000    0.000 _compiler.py:401(_simple)
        1    0.000    0.000    0.000    0.000 rcsetup.py:677(cycler)
        1    0.000    0.000    0.000    0.000 _shape_base_impl.py:1(<module>)
      460    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
      184    0.000    0.000    0.000    0.000 colors.py:998(copy)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
       51    0.000    0.000    0.000    0.000 _compiler.py:389(_mk_bitmap)
       89    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
      266    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
       54    0.000    0.000    0.000    0.000 enum.py:942(_get_mixins_)
     1181    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 scale.py:748(_get_scale_docs)
        3    0.000    0.000    0.000    0.000 __init__.py:336(wrapper)
       58    0.000    0.000    0.000    0.000 typing.py:1757(<genexpr>)
      769    0.000    0.000    0.000    0.000 typing.py:1437(__eq__)
    347/1    0.000    0.000    0.000    0.000 __config__.py:19(_cleanup)
      135    0.000    0.000    0.000    0.000 core.py:2016(__eq__)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
        4    0.000    0.000    0.000    0.000 getlimits.py:546(_init)
      612    0.000    0.000    0.000    0.000 _parser.py:292(tell)
     12/2    0.000    0.000    0.000    0.000 core.py:1578(makeOptionalList)
      595    0.000    0.000    0.000    0.000 typing.py:1765(__eq__)
     2469    0.000    0.000    0.000    0.000 __init__.py:158(<lambda>)
        1    0.000    0.000    0.000    0.000 TiffTags.py:439(_populate)
      535    0.000    0.000    0.000    0.000 enum.py:47(_is_dunder)
       25    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
        2    0.000    0.000    0.000    0.000 opimg.py:61(correcao)
       52    0.000    0.000    0.000    0.000 core.py:928(__init__)
      509    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
        7    0.000    0.000    0.000    0.000 core.py:1485(__radd__)
      560    0.000    0.000    0.000    0.000 enum.py:58(_is_sunder)
        1    0.000    0.000    0.000    0.000 ExifTags.py:305(GPS)
      528    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      679    0.000    0.000    0.000    0.000 enum.py:199(__get__)
      406    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
       78    0.000    0.000    0.000    0.000 core.py:4216(<genexpr>)
        1    0.000    0.000    0.000    0.000 unicode.py:1(<module>)
     2179    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 arrayprint.py:595(array2string)
      307    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      184    0.000    0.000    0.000    0.000 colors.py:815(__copy__)
        1    0.000    0.000    0.000    0.000 opimg.py:138(rotacao)
       92    0.000    0.000    0.000    0.000 inspect.py:176(get_annotations)
      649    0.000    0.000    0.000    0.000 __init__.py:698(_get)
     1032    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      267    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
      140    0.000    0.000    0.000    0.000 _compiler.py:214(_compile_charset)
      206    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:674(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 registry.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:241(split)
     1749    0.000    0.000    0.000    0.000 typing.py:1427(<genexpr>)
       50    0.000    0.000    0.000    0.000 core.py:3161(parseImpl)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
      194    0.000    0.000    0.000    0.000 results.py:153(__new__)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:596(matplotlib_fname)
       23    0.000    0.000    0.000    0.000 colors.py:1234(reversed)
       23    0.000    0.000    0.000    0.000 core.py:5355(__init__)
        2    0.000    0.000    0.000    0.000 gettext.py:627(gettext)
       10    0.000    0.000    0.000    0.000 argparse.py:1434(add_argument)
      364    0.000    0.000    0.000    0.000 {built-in method builtins.next}
     1184    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      343    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
      327    0.000    0.000    0.000    0.000 __init__.py:778(__getitem__)
        2    0.000    0.000    0.000    0.000 gettext.py:587(dgettext)
       10    0.000    0.000    0.000    0.000 version.py:47(parse)
        2    0.000    0.000    0.000    0.000 gettext.py:528(translation)
        8    0.000    0.000    0.000    0.000 core.py:589(_setResultsName)
       46    0.000    0.000    0.000    0.000 colors.py:1194(__init__)
       23    0.000    0.000    0.000    0.000 <frozen zipimport>:68(__init__)
       30    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
        1    0.000    0.000    0.000    0.000 transforms.py:208(BboxBase)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1598(__init__)
        1    0.000    0.000    0.000    0.000 config-3.py:1(<module>)
       25    0.000    0.000    0.000    0.000 transforms.py:1324(__init_subclass__)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tipos.py:59(Imagem)
        2    0.000    0.000    0.000    0.000 gettext.py:488(find)
      509    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
       10    0.000    0.000    0.000    0.000 version.py:188(__init__)
      240    0.000    0.000    0.000    0.000 enum.py:1585(_get_value)
        1    0.000    0.000    0.000    0.000 array_utils.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:2197(debug)
        3    0.000    0.000    0.000    0.000 __init__.py:617(gen_candidates)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
       11    0.000    0.000    0.000    0.000 __init__.py:183(sub)
  800/796    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 arrayprint.py:557(_array2string)
      559    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        9    0.000    0.000    0.000    0.000 core.py:1737(__call__)
      490    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
       54    0.000    0.000    0.000    0.000 enum.py:983(_find_data_type_)
       93    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 _linalg.py:1659(svd)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      642    0.000    0.000    0.000    0.000 __init__.py:678(_set)
       35    0.000    0.000    0.000    0.000 <frozen genericpath>:48(isdir)
      162    0.000    0.000    0.000    0.000 core.py:2446(__new__)
      698    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        7    0.000    0.000    0.000    0.000 core.py:6040(__add__)
      359    0.000    0.000    0.000    0.000 functools.py:66(wraps)
        1    0.000    0.000    0.000    0.000 __init__.py:560(get_configdir)
        1    0.000    0.000    0.000    0.000 __init__.py:519(_get_config_or_cache_dir)
      224    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
      112    0.000    0.000    0.000    0.000 _parser.py:371(_escape)
      195    0.000    0.000    0.000    0.000 _shape_base_impl.py:629(_column_stack_dispatcher)
       75    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
      322    0.000    0.000    0.000    0.000 rcsetup.py:893(_convert_validator_spec)
       54    0.000    0.000    0.000    0.000 <frozen posixpath>:72(join)
        1    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
       94    0.000    0.000    0.000    0.000 inspect.py:764(unwrap)
        8    0.000    0.000    0.000    0.000 typing.py:2199(__init_subclass__)
       44    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
      588    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       50    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
      587    0.000    0.000    0.000    0.000 typing.py:1802(_value_and_type_iter)
       33    0.000    0.000    0.000    0.000 {method '__typing_subst__' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.000    0.000 ExifTags.py:361(LightSource)
       13    0.000    0.000    0.000    0.000 core.py:8722(__init__)
        4    0.000    0.000    0.000    0.000 contextlib.py:136(__enter__)
        2    0.000    0.000    0.000    0.000 typing.py:3142(__new__)
      101    0.000    0.000    0.000    0.000 _parser.py:448(_uniq)
      618    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      137    0.000    0.000    0.000    0.000 colors.py:1012(__init__)
       50    0.000    0.000    0.000    0.000 _internal.py:893(_ufunc_doc_signature_formatter)
      444    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
      582    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
      200    0.000    0.000    0.000    0.000 shape_base.py:209(_arrays_for_stack_dispatcher)
       44    0.000    0.000    0.000    0.000 typing.py:1131(_typevar_subst)
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:391(realpath)
      435    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
  194/178    0.000    0.000    0.000    0.000 results.py:176(__init__)
       77    0.000    0.000    0.000    0.000 numerictypes.py:471(issubdtype)
       76    0.000    0.000    0.000    0.000 args.py:132(funcoes)
       17    0.000    0.000    0.000    0.000 functools.py:544(decorating_function)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
       13    0.000    0.000    0.000    0.000 core.py:8727(getdoc)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:123(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 idx.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:955(__init__)
      147    0.000    0.000    0.000    0.000 TiffTags.py:35(__new__)
      385    0.000    0.000    0.000    0.000 enum.py:1152(__new__)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tipos.py:47(Indices)
      571    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 fromnumeric.py:69(_wrapreduction)
        1    0.000    0.000    0.000    0.000 args.py:18(Argumentos)
        6    0.000    0.000    0.000    0.000 {built-in method _io.open}
    82/75    0.000    0.000    0.000    0.000 _compiler.py:439(_get_literal_prefix)
      195    0.000    0.000    0.000    0.000 _function_base_impl.py:346(iterable)
       51    0.000    0.000    0.000    0.000 typing.py:1639(<genexpr>)
        1    0.000    0.000    0.000    0.000 unicode.py:85(identchars)
        4    0.000    0.000    0.000    0.000 colors.py:2612(_make_norm_from_scale)
       61    0.000    0.000    0.000    0.000 _parser.py:85(opengroup)
       25    0.000    0.000    0.000    0.000 enum.py:1010(_find_new_)
        1    0.000    0.000    0.000    0.000 tokenize.py:451(open)
      152    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
       83    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 argparse.py:2298(_match_arguments_partial)
        2    0.000    0.000    0.000    0.000 opimg.py:113(redimensionamento)
        4    0.000    0.000    0.000    0.000 __init__.py:866(_open_file_or_url)
     18/1    0.000    0.000    0.000    0.000 ast.py:424(visit)
        1    0.000    0.000    0.000    0.000 opimg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
      201    0.000    0.000    0.000    0.000 rcsetup.py:191(validator)
        6    0.000    0.000    0.000    0.000 numeric.py:2706(extend_all)
       47    0.000    0.000    0.000    0.000 results.py:454(__iadd__)
      263    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 unicode.py:99(identbodychars)
        6    0.000    0.000    0.000    0.000 argparse.py:2276(_match_argument)
       10    0.000    0.000    0.000    0.000 functools.py:677(cache)
     18/1    0.000    0.000    0.000    0.000 ast.py:430(generic_visit)
      342    0.000    0.000    0.000    0.000 inspect.py:3061(<genexpr>)
       11    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
      634    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      267    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        6    0.000    0.000    0.000    0.000 argparse.py:1667(__init__)
        7    0.000    0.000    0.000    0.000 textwrap.py:470(indent)
      216    0.000    0.000    0.000    0.000 _parser.py:171(__setitem__)
        1    0.000    0.000    0.000    0.000 tipos.py:20(Color)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
       18    0.000    0.000    0.000    0.000 core.py:1031(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:2128(getLogger)
       11    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        9    0.000    0.000    0.000    0.000 typing.py:1256(_generic_init_subclass)
      328    0.000    0.000    0.000    0.000 typing.py:1807(__eq__)
       44    0.000    0.000    0.000    0.000 artist.py:1549(aliased_name)
        1    0.000    0.000    0.000    0.000 cbook.py:597(_get_data_path)
        1    0.000    0.000    0.000    0.000 _histograms_impl.py:1(<module>)
       44    0.000    0.000    0.000    0.000 core.py:4124(<genexpr>)
        1    0.000    0.000    0.000    0.000 interp.py:13(Metodo)
      510    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:107(GArray)
       81    0.000    0.000    0.000    0.000 _parser.py:230(__init__)
        5    0.000    0.000    0.000    0.000 argparse.py:1485(add_argument_group)
      134    0.000    0.000    0.000    0.000 colors.py:219(_is_nth_color)
        1    0.000    0.000    0.000    0.000 arrayprint.py:486(_get_format_function)
       11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
      284    0.000    0.000    0.000    0.000 _parser.py:82(groups)
       59    0.000    0.000    0.000    0.000 core.py:1922(set_name)
      336    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 core.py:6736(__new__)
      649    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x76d19515de40}
      281    0.000    0.000    0.000    0.000 typing.py:1096(__eq__)
        1    0.000    0.000    0.000    0.000 results.py:1(<module>)
      284    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5241(__init__)
      183    0.000    0.000    0.000    0.000 colors.py:692(__init__)
      800    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      323    0.000    0.000    0.000    0.000 __init__.py:818(__iter__)
      430    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:61(NDArrayOperatorsMixin)
      582    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:36(__getattr__)
        4    0.000    0.000    0.000    0.000 getlimits.py:86(_str_smallest_subnormal)
       44    0.000    0.000    0.000    0.000 core.py:3157(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 __init__.py:44(GOpaque)
        1    0.000    0.000    0.000    0.000 testing.py:17(pyparsing_test)
        4    0.000    0.000    0.000    0.000 ast.py:34(parse)
      148    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _local.py:664(resolve)
       56    0.000    0.000    0.000    0.000 _compiler.py:470(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 exceptions.py:30(ParseBaseException)
      561    0.000    0.000    0.000    0.000 typing.py:840(<genexpr>)
      486    0.000    0.000    0.000    0.000 _parser.py:112(__init__)
        1    0.000    0.000    0.000    0.000 tokenize.py:358(detect_encoding)
       12    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.000    0.000 core.py:125(Diagnostics)
      370    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 core.py:4021(_setResultsName)
        1    0.000    0.000    0.000    0.000 tipos.py:29(OpLin)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        8    0.000    0.000    0.000    0.000 core.py:5098(__init__)
      265    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
       23    0.000    0.000    0.000    0.000 functools.py:504(lru_cache)
      254    0.000    0.000    0.000    0.000 core.py:3902(<genexpr>)
        5    0.000    0.000    0.000    0.000 __init__.py:1361(getLogger)
       54    0.000    0.000    0.000    0.000 typing.py:1742(<genexpr>)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
       30    0.000    0.000    0.000    0.000 rcsetup.py:63(__init__)
      267    0.000    0.000    0.000    0.000 _virtualenv.py:50(find_spec)
       45    0.000    0.000    0.000    0.000 typing.py:341(_unpack_args)
        1    0.000    0.000    0.000    0.000 transforms.py:84(TransformNode)
      133    0.000    0.000    0.000    0.000 core.py:1785(set_whitespace_chars)
        1    0.000    0.000    0.000    0.000 timeit.py:1(<module>)
       42    0.000    0.000    0.000    0.000 typing.py:3794(__getattr__)
        1    0.000    0.000    0.000    0.000 opimg.py:194(arredondamento)
       81    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 core.py:2755(MaskedArray)
        1    0.000    0.000    0.000    0.000 __init__.py:590(get_data_path)
      422    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       47    0.000    0.000    0.000    0.000 <frozen codecs>:322(decode)
        2    0.000    0.000    0.000    0.000 args.py:113(cor)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:444(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:3882(ParseExpression)
        1    0.000    0.000    0.000    0.000 Image.py:145(Transpose)
      304    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        4    0.000    0.000    0.000    0.000 gettext.py:231(_expand_lang)
        5    0.000    0.000    0.000    0.000 _local.py:166(__fspath__)
      189    0.000    0.000    0.000    0.000 inspect.py:386(isfunction)
        1    0.000    0.000    0.000    0.000 core.py:5544(Forward)
      162    0.000    0.000    0.000    0.000 _compiler.py:573(isstring)
        1    0.000    0.000    0.000    0.000 core.py:4667(ParseElementEnhance)
       21    0.000    0.000    0.000    0.000 <frozen os>:711(__getitem__)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:3080(max)
       44    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:5084(meshgrid)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1274(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _local.py:227(__str__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:820(_formatArray)
      154    0.000    0.000    0.000    0.000 numerictypes.py:289(issubclass_)
       50    0.000    0.000    0.000    0.000 _parser.py:311(_class_escape)
       49    0.000    0.000    0.000    0.000 __init__.py:305(escape)
        2    0.000    0.000    0.000    0.000 core.py:555(set_results_name)
       71    0.000    0.000    0.000    0.000 rcsetup.py:151(validate_bool)
       15    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
        3    0.000    0.000    0.000    0.000 args.py:83(parse)
        7    0.000    0.000    0.000    0.000 args.py:150(as_deg)
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
        6    0.000    0.000    0.000    0.000 core.py:5220(__init__)
        8    0.000    0.000    0.000    0.000 core.py:4464(_generateDefaultName)
        4    0.000    0.000    0.000    0.000 colors.py:2630(Norm)
        3    0.000    0.000    0.000    0.000 ast.py:58(literal_eval)
       14    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        4    0.000    0.000    0.000    0.000 inspect.py:3108(__hash__)
       50    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
      5/1    0.000    0.000    0.000    0.000 arrayprint.py:829(recurser)
      102    0.000    0.000    0.000    0.000 typing.py:1478(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:49(__collect_extra_submodules)
      130    0.000    0.000    0.000    0.000 unicode.py:105(<genexpr>)
        1    0.000    0.000    0.000    0.000 _docstring.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:675(__init__)
      267    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      101    0.000    0.000    0.000    0.000 core.py:6161(_expanded)
       18    0.000    0.000    0.000    0.000 __init__.py:1497(debug)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        3    0.000    0.000    0.000    0.000 core.py:1627(__xor__)
      414    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ufunclike_impl.py:1(<module>)
       21    0.000    0.000    0.000    0.000 colors.py:404(<genexpr>)
       16    0.000    0.000    0.000    0.000 copyreg.py:107(_slotnames)
       25    0.000    0.000    0.000    0.000 enum.py:932(_check_for_existing_members_)
        3    0.000    0.000    0.000    0.000 args.py:180(math_eval)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
      151    0.000    0.000    0.000    0.000 transforms.py:1329(<genexpr>)
